[[1 1 1 ..., 0 0 0]
 [0 0 1 ..., 0 0 0]
 [0 0 0 ..., 0 0 0]
 ..., 
 [0 0 0 ..., 0 0 0]
 [0 0 0 ..., 0 0 0]
 [0 0 1 ..., 0 0 0]]
3132
tree prunning end, 1 roots, 120 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 42 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 82 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 52 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 50 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 42 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 42 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 68 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 56 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 44 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 36 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 68 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 58 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 52 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 108 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 52 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 54 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 42 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 54 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 84 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 90 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 52 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 76 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 66 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 40 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 66 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 84 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 32 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 52 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 98 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 38 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 42 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 50 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 48 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 98 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 128 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 92 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 54 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 96 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 44 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 110 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 28 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 56 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 60 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 48 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 36 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 44 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 38 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 64 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 80 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 30 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 58 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 40 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 50 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 148 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 88 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 158 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 100 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 28 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 40 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 84 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 52 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 50 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 80 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 64 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 36 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 52 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 38 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 32 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 130 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 40 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 48 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 70 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 68 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 62 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 62 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 40 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 54 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 64 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 50 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 80 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 54 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 72 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 30 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 50 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 34 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 32 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 42 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 44 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 114 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 44 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 98 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 82 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 46 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 94 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 72 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 32 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 36 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 100 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 46 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 64 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 32 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 66 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 62 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 44 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 50 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 28 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 48 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 60 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 88 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 38 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 52 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 52 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 44 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 62 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 68 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 86 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 44 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 64 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 32 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 30 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 40 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 68 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 56 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 70 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 52 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 48 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 34 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 84 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 70 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 40 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 152 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 64 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 50 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 96 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 54 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 128 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 60 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 68 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 32 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 36 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 32 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 130 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 46 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 58 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 58 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 30 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 54 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 64 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 86 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 32 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 46 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 44 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 52 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 46 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 76 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 74 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 34 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 94 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 68 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 54 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 72 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 30 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 54 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 64 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 54 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 32 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 44 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 62 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 94 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 32 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 68 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 46 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 82 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 52 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 76 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 70 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 54 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 70 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 44 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 72 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 32 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 90 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 72 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 50 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 48 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 76 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 62 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 50 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 74 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 30 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 26 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 40 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 42 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 52 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 136 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 52 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 62 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 42 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 40 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 62 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 46 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 64 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 64 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 38 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 40 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 44 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 42 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 34 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 50 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 50 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 142 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 32 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 80 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 68 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 122 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 48 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 86 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 82 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 36 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 96 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 22 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 72 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 62 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 42 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 48 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 46 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 46 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 48 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 70 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 48 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 116 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 26 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 64 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 62 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 64 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 34 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 22 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 100 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 44 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 66 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 42 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 38 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 56 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 38 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 36 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 54 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 44 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 56 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 100 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 30 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 110 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 54 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 22 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 54 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 68 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 78 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 36 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 58 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 32 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 40 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 30 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 88 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 74 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 38 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 38 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 50 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 44 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 42 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 96 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 36 extra nodes, 0 pruned nodes ,max_depth=10
tree prunning end, 1 roots, 48 extra nodes, 0 pruned nodes ,max_depth=10
